Price,Close,EMA200,Upper_Buffer,Lower_Buffer,SMA200,SMA40
Ticker,^IXIC,,,,,
Date,,,,,,
2022-08-01,12368.98,12951.18,13339.72,12562.65,13617.3,11507.69
2022-08-02,12348.76,12945.19,13333.54,12556.83,13604.93,11516.09
2022-08-03,12668.16,12942.43,13330.71,12554.16,13593.78,11531.26
2022-08-04,12720.58,12940.23,13328.43,12552.02,13582.27,11544.89
2022-08-05,12657.55,12937.41,13325.53,12549.29,13569.92,11559.18
2022-08-08,12644.46,12934.5,13322.53,12546.46,13557.53,11581.43
2022-08-09,12493.93,12930.11,13318.02,12542.21,13543.92,11610.28
2022-08-10,12854.8,12929.36,13317.25,12541.48,13532.75,11661.42
2022-08-11,12779.91,12927.88,13315.71,12540.04,13520.51,11710.21
2022-08-12,13047.19,12929.06,13316.94,12541.19,13509.57,11758.91
2022-08-15,13128.05,12931.04,13318.98,12543.11,13499.03,11820.96
2022-08-16,13102.55,12932.75,13320.73,12544.77,13487.3,11878.56
2022-08-17,12938.12,12932.8,13320.79,12544.82,13474.5,11925.28
2022-08-18,12965.34,12933.13,13321.12,12545.13,13461.35,11973.09
2022-08-19,12705.22,12930.86,13318.79,12542.93,13446.63,12009.91
2022-08-22,12381.57,12925.39,13313.16,12537.63,13429.48,12029.26
2022-08-23,12381.3,12919.98,13307.58,12532.38,13411.68,12050.68
2022-08-24,12431.53,12915.12,13302.57,12527.67,13393.98,12081.93
2022-08-25,12639.27,12912.38,13299.75,12525.0,13377.26,12118.47
2022-08-26,12141.71,12904.71,13291.85,12517.57,13358.54,12146.29
2022-08-29,12017.67,12895.88,13282.76,12509.0,13340.52,12168.54
2022-08-30,11883.14,12885.8,13272.38,12499.23,13321.41,12182.56
2022-08-31,11816.2,12875.16,13261.42,12488.91,13301.19,12193.92
2022-09-01,11785.13,12864.32,13250.24,12478.39,13280.84,12198.01
2022-09-02,11630.86,12852.04,13237.6,12466.48,13259.13,12197.9
2022-09-06,11544.91,12839.04,13224.21,12453.86,13237.24,12202.21
2022-09-07,11791.9,12828.62,13213.48,12443.76,13216.23,12215.39
2022-09-08,11862.13,12819.0,13203.57,12434.43,13195.26,12230.75
2022-09-09,12112.31,12811.97,13196.33,12427.61,13176.55,12252.28
2022-09-12,12266.41,12806.54,13190.74,12422.34,13159.0,12272.63
2022-09-13,11633.57,12794.87,13178.71,12411.02,13137.94,12279.47
2022-09-14,11719.68,12784.17,13167.7,12400.64,13119.08,12279.63
2022-09-15,11552.36,12771.91,13155.07,12388.76,13097.93,12271.0
2022-09-16,11448.4,12758.74,13141.51,12375.98,13077.49,12255.72
2022-09-19,11535.02,12746.57,13128.96,12364.17,13058.89,12248.24
2022-09-20,11425.05,12733.42,13115.42,12351.42,13039.11,12239.3
2022-09-21,11220.19,12718.36,13099.91,12336.81,13019.78,12230.74
2022-09-22,11066.81,12701.93,13082.99,12320.87,12998.99,12206.6
2022-09-23,10867.93,12683.68,13064.19,12303.17,12974.9,12174.23
2022-09-26,10802.92,12664.96,13044.91,12285.02,12949.98,12134.54
2022-09-27,10829.5,12646.7,13026.1,12267.3,12926.54,12096.05
2022-09-28,11051.64,12630.83,13009.76,12251.91,12903.64,12063.62
2022-09-29,10737.51,12611.99,12990.35,12233.63,12880.26,12015.36
2022-09-30,10575.62,12591.73,12969.48,12213.98,12856.95,11961.73
2022-10-03,10815.43,12574.05,12951.28,12196.83,12833.2,11915.68
2022-10-04,11176.41,12560.15,12936.95,12183.34,12813.18,11878.98
2022-10-05,11148.64,12546.1,12922.49,12169.72,12793.08,11845.35
2022-10-06,11073.31,12531.45,12907.39,12155.5,12773.54,11800.81
2022-10-07,10652.4,12512.75,12888.13,12137.37,12750.09,11747.62
2022-10-10,10542.1,12493.14,12867.94,12118.35,12725.2,11685.0
2022-10-11,10426.19,12472.58,12846.75,12098.4,12699.06,11617.45
2022-10-12,10417.1,12452.12,12825.69,12078.56,12671.79,11550.31
2022-10-13,10649.15,12434.18,12807.21,12061.16,12646.13,11493.09
2022-10-14,10321.39,12413.16,12785.56,12040.77,12618.9,11426.99
2022-10-17,10675.8,12395.87,12767.75,12024.0,12593.57,11376.25
2022-10-18,10772.4,12379.72,12751.11,12008.33,12569.21,11336.02
2022-10-19,10680.51,12362.81,12733.7,11991.93,12543.45,11293.5
2022-10-20,10614.84,12345.42,12715.78,11975.06,12518.41,11248.09
2022-10-21,10859.72,12330.64,12700.55,11960.72,12497.21,11203.6
2022-10-24,10952.61,12316.92,12686.43,11947.42,12476.57,11173.87
2022-10-25,11199.12,12305.8,12674.98,11936.63,12457.88,11153.41
2022-10-26,10970.99,12292.52,12661.3,11923.74,12438.02,11130.6
2022-10-27,10792.67,12277.6,12645.92,11909.27,12416.22,11105.02
2022-10-28,11102.45,12265.9,12633.88,11897.93,12395.79,11087.95
2022-10-31,10988.15,12253.19,12620.78,11885.59,12376.7,11071.88
2022-11-01,10890.85,12239.63,12606.82,11872.44,12356.68,11055.53
2022-11-02,10524.8,12222.57,12589.25,11855.89,12336.77,11023.85
2022-11-03,10342.94,12203.87,12569.98,11837.75,12316.78,10985.87
2022-11-04,10475.25,12186.67,12552.27,11821.07,12298.39,10944.95
2022-11-07,10564.52,12170.53,12535.64,11805.41,12282.37,10902.4
2022-11-08,10616.2,12155.06,12519.71,11790.41,12266.17,10876.96
2022-11-09,10353.17,12137.13,12501.25,11773.02,12250.24,10842.8
2022-11-10,11114.15,12126.95,12490.76,11763.14,12238.1,10831.85
2022-11-11,11323.33,12118.96,12482.53,11755.39,12227.96,10828.72
2022-11-14,11196.22,12109.78,12473.07,11746.48,12215.08,10820.25
2022-11-15,11358.41,12102.3,12465.37,11739.23,12200.68,10818.58
2022-11-16,11183.66,12093.16,12455.95,11730.36,12184.87,10817.67
2022-11-17,11144.96,12083.72,12446.23,11721.21,12168.5,10819.62
2022-11-18,11146.06,12074.39,12436.63,11712.16,12154.84,10826.58
2022-11-21,11024.51,12063.95,12425.87,11702.03,12139.47,10832.12
2022-11-22,11174.41,12055.1,12416.75,11693.44,12125.27,10840.74
2022-11-23,11285.32,12047.44,12408.86,11686.01,12110.72,10846.58
2022-11-25,11226.36,12039.27,12400.44,11678.09,12094.4,10858.8
2022-11-28,11049.5,12029.42,12390.3,11668.54,12078.72,10870.65
2022-11-29,10983.78,12019.01,12379.58,11658.44,12064.68,10874.86
2022-11-30,11468.0,12013.53,12373.94,11653.12,12053.07,10882.15
2022-12-01,11482.45,12008.25,12368.49,11648.0,12039.78,10890.49
2022-12-02,11461.5,12002.81,12362.89,11642.72,12026.47,10900.2
2022-12-05,11239.94,11995.22,12355.07,11635.36,12014.08,10914.89
2022-12-06,11014.89,11985.46,12345.02,11625.9,12001.42,10926.71
2022-12-07,10958.55,11975.24,12334.5,11615.99,11989.3,10940.02
2022-12-08,11082.0,11966.35,12325.35,11607.36,11979.53,10956.64
2022-12-09,11004.62,11956.79,12315.49,11598.08,11967.18,10965.53
2022-12-12,11143.74,11948.7,12307.16,11590.23,11954.43,10986.08
2022-12-13,11256.81,11941.81,12300.07,11583.56,11941.95,11000.61
2022-12-14,11170.89,11934.14,12292.16,11576.12,11930.15,11010.57
2022-12-15,10810.53,11922.96,12280.65,11565.27,11915.44,11013.82
2022-12-16,10705.41,11910.84,12268.17,11553.52,11901.28,11016.09
2022-12-19,10546.03,11897.26,12254.18,11540.35,11887.44,11008.24
2022-12-20,10547.11,11883.83,12240.35,11527.32,11876.02,10998.11
2022-12-21,10709.37,11872.14,12228.31,11515.98,11865.59,10985.86
2022-12-22,10476.12,11858.25,12214.0,11502.51,11851.69,10973.49
2022-12-23,10497.86,11844.72,12200.06,11489.38,11838.53,10966.12
2022-12-27,10353.23,11829.88,12184.77,11474.98,11826.08,10947.39
2022-12-28,10213.29,11813.79,12168.2,11459.38,11814.24,10928.02
2022-12-29,10478.09,11800.5,12154.52,11446.49,11801.89,10917.7
2022-12-30,10466.48,11787.23,12140.84,11433.61,11787.04,10916.24
2023-01-03,10386.98,11773.29,12126.49,11420.1,11770.9,10917.34
2023-01-04,10458.76,11760.21,12113.02,11407.41,11753.72,10916.93
2023-01-05,10305.24,11745.74,12098.11,11393.36,11736.05,10910.45
2023-01-06,10569.29,11734.03,12086.05,11382.01,11718.36,10909.28
2023-01-09,10635.65,11723.1,12074.79,11371.41,11701.92,10916.34
2023-01-10,10742.63,11713.35,12064.75,11361.95,11684.68,10907.05
2023-01-11,10931.67,11705.57,12056.73,11354.4,11668.49,10897.26
2023-01-12,11001.1,11698.56,12049.51,11347.6,11651.72,10892.38
2023-01-13,11079.16,11692.39,12043.17,11341.62,11634.02,10885.4
2023-01-17,11095.11,11686.45,12037.05,11335.86,11617.28,10883.19
2023-01-18,10957.01,11679.19,12029.57,11328.82,11600.96,10878.49
2023-01-19,10852.27,11670.97,12021.09,11320.84,11583.92,10871.14
2023-01-20,11140.43,11665.69,12015.66,11315.72,11566.96,10874.04
2023-01-23,11364.41,11662.69,12012.57,11312.81,11552.76,10878.79
2023-01-24,11334.27,11659.42,12009.2,11309.64,11539.98,10880.01
2023-01-25,11313.36,11655.98,12005.66,11306.3,11527.07,10882.19
2023-01-26,11512.41,11654.55,12004.19,11304.91,11516.07,10893.76
2023-01-27,11621.71,11654.22,12003.85,11304.6,11507.12,10909.71
2023-01-30,11393.81,11651.63,12001.18,11302.08,11497.23,10907.85
2023-01-31,11584.55,11650.96,12000.49,11301.43,11486.94,10910.41
2023-02-01,11816.32,11652.61,12002.19,11303.03,11479.26,10919.28
2023-02-02,12200.82,11658.06,12007.81,11308.32,11473.61,10943.3
2023-02-03,12006.95,11661.54,12011.38,11311.69,11465.54,10968.1
2023-02-06,11887.45,11663.78,12013.7,11313.87,11457.71,10991.32
2023-02-07,12113.79,11668.26,12018.31,11318.21,11452.41,11017.12
2023-02-08,11910.52,11670.67,12020.79,11320.55,11447.77,11039.77
2023-02-09,11789.58,11671.85,12022.01,11321.7,11441.69,11055.91
2023-02-10,11718.12,11672.31,12022.48,11322.15,11437.83,11067.44
2023-02-13,11891.79,11674.5,12024.73,11324.26,11434.84,11085.47
2023-02-14,11960.15,11677.34,12027.66,11327.02,11430.28,11114.21
2023-02-15,12070.59,11681.25,12031.69,11330.82,11428.96,11148.34
2023-02-16,11855.83,11682.99,12033.48,11332.5,11425.56,11181.08
2023-02-17,11787.27,11684.03,12034.55,11333.51,11421.68,11212.09
2023-02-21,11492.3,11682.12,12032.58,11331.66,11414.32,11231.66
2023-02-22,11507.07,11680.38,12030.79,11329.97,11410.26,11257.43
2023-02-23,11590.4,11679.48,12029.87,11329.1,11407.49,11284.75
2023-02-24,11394.94,11676.65,12026.95,11326.35,11406.35,11310.79
2023-02-27,11466.98,11674.57,12024.8,11324.33,11405.0,11342.13
2023-02-28,11455.54,11672.39,12022.56,11322.22,11405.45,11366.57
2023-03-01,11379.48,11669.47,12019.56,11319.39,11405.5,11389.39
2023-03-02,11462.98,11667.42,12017.44,11317.4,11403.79,11416.29
2023-03-03,11689.01,11667.63,12017.66,11317.6,11403.92,11447.05
2023-03-06,11675.74,11667.71,12017.74,11317.68,11402.37,11481.31
2023-03-07,11530.33,11666.35,12016.34,11316.36,11402.93,11505.34
2023-03-08,11576.0,11665.45,12015.41,11315.48,11403.87,11528.85
2023-03-09,11338.35,11662.19,12012.06,11312.33,11403.79,11543.74
2023-03-10,11138.89,11656.99,12006.7,11307.28,11401.81,11548.92
2023-03-13,11188.84,11652.33,12001.9,11302.76,11401.43,11553.61
2023-03-14,11428.15,11650.1,11999.6,11300.59,11401.4,11562.34
2023-03-15,11434.05,11647.95,11997.39,11298.51,11399.87,11570.81
2023-03-16,11717.28,11648.64,11998.1,11299.18,11397.8,11589.82
2023-03-17,11630.51,11648.46,11997.91,11299.0,11395.54,11609.27
2023-03-20,11675.54,11648.73,11998.19,11299.26,11393.95,11622.65
2023-03-21,11860.11,11650.83,12000.35,11301.3,11391.66,11635.04
2023-03-22,11669.96,11651.02,12000.55,11301.49,11389.95,11643.44
2023-03-23,11787.4,11652.38,12001.95,11302.81,11388.58,11655.29
2023-03-24,11823.96,11654.08,12003.71,11304.46,11386.82,11663.08
2023-03-27,11768.84,11655.23,12004.88,11305.57,11385.24,11666.75
2023-03-28,11716.08,11655.83,12005.51,11306.16,11385.05,11674.81
2023-03-29,11926.24,11658.52,12008.28,11308.77,11387.98,11683.35
2023-03-30,12013.47,11662.05,12011.92,11312.19,11394.0,11688.28
2023-03-31,12221.91,11667.62,12017.65,11317.6,11400.97,11688.81
2023-04-03,12189.45,11672.82,12023.0,11322.63,11406.42,11693.37
2023-04-04,12126.33,11677.33,12027.65,11327.01,11413.82,11699.34
2023-04-05,11996.86,11680.51,12030.92,11330.09,11419.81,11696.42
2023-04-06,12087.96,11684.56,12035.1,11334.03,11424.9,11700.86
2023-04-10,12084.36,11688.54,12039.2,11337.88,11430.06,11708.23
2023-04-11,12031.88,11691.96,12042.72,11341.2,11434.06,11716.07
2023-04-12,11929.34,11694.32,12045.15,11343.49,11435.67,11717.01
2023-04-13,12166.27,11699.02,12049.99,11348.05,11438.88,11722.16
2023-04-14,12123.47,11703.24,12054.34,11352.14,11443.59,11723.48
2023-04-17,12157.72,11707.76,12058.99,11356.53,11448.48,11731.03
2023-04-18,12153.41,11712.2,12063.56,11360.83,11454.11,11740.19
2023-04-19,12157.23,11716.62,12068.12,11365.12,11459.25,11756.81
2023-04-20,12059.56,11720.04,12071.64,11368.43,11462.94,11770.62
2023-04-21,12072.46,11723.54,12075.25,11371.84,11466.49,11782.67
2023-04-24,12037.2,11726.66,12078.46,11374.86,11468.57,11798.73
2023-04-25,11799.16,11727.39,12079.21,11375.56,11469.39,11807.03
2023-04-26,11854.35,11728.65,12080.51,11376.79,11471.8,11817.0
2023-04-27,12142.24,11732.76,12084.75,11380.78,11476.19,11836.07
2023-04-28,12226.58,11737.68,12089.81,11385.55,11481.08,11855.16
2023-05-01,12212.6,11742.4,12094.67,11390.13,11485.89,11868.25
2023-05-02,12080.51,11745.77,12098.14,11393.39,11489.03,11878.37
2023-05-03,12025.33,11748.55,12101.01,11396.09,11492.36,11890.75
2023-05-04,11966.4,11750.72,12103.24,11398.2,11493.62,11900.51
2023-05-05,12235.41,11755.54,12108.21,11402.87,11495.31,11922.93
2023-05-08,12256.92,11760.53,12113.34,11407.71,11496.3,11950.88
2023-05-09,12179.55,11764.7,12117.64,11411.76,11498.03,11975.65
2023-05-10,12306.44,11770.09,12123.19,11416.99,11500.65,11997.61
2023-05-11,12328.51,11775.64,12128.91,11422.38,11504.48,12019.97
2023-05-12,12284.74,11780.71,12134.13,11427.29,11505.74,12034.16
2023-05-15,12365.21,11786.53,12140.12,11432.93,11506.75,12052.52
2023-05-16,12343.05,11792.06,12145.83,11438.3,11506.51,12069.21
2023-05-17,12500.57,11799.11,12153.09,11445.14,11507.17,12085.22
2023-05-18,12688.84,11807.97,12162.21,11453.73,11508.87,12110.7
2023-05-19,12657.9,11816.42,12170.92,11461.93,11508.82,12132.46
2023-05-22,12720.78,11825.42,12180.18,11470.66,11508.82,12154.88
2023-05-23,12560.25,11832.73,12187.72,11477.75,11508.33,12174.66
2023-05-24,12484.16,11839.22,12194.39,11484.04,11507.53,12193.87
2023-05-25,12698.09,11847.76,12203.19,11492.33,11508.55,12213.16
2023-05-26,12975.69,11858.98,12214.75,11503.22,11509.16,12237.22
2023-05-30,13017.43,11870.51,12226.63,11514.4,11510.34,12257.11
2023-05-31,12935.29,11881.11,12237.54,11524.67,11509.79,12275.75
2023-06-01,13100.98,11893.24,12250.04,11536.45,11509.65,12300.12
2023-06-02,13240.77,11906.65,12263.85,11549.45,11510.34,12331.22
2023-06-05,13229.43,11919.81,12277.41,11562.22,11511.8,12359.75
2023-06-06,13276.42,11933.31,12291.31,11575.31,11513.35,12389.55
2023-06-07,13104.9,11944.97,12303.32,11586.62,11515.35,12416.38
2023-06-08,13238.52,11957.84,12316.58,11599.11,11519.64,12449.11
2023-06-09,13259.14,11970.79,12329.91,11611.67,11524.03,12476.43
2023-06-12,13461.92,11985.63,12345.2,11626.06,11529.18,12509.89
2023-06-13,13573.32,12001.43,12361.47,11641.38,11533.85,12545.28
2023-06-14,13626.48,12017.59,12378.12,11657.07,11541.27,12582.11
2023-06-15,13782.82,12035.16,12396.21,11674.1,11550.1,12622.75
2023-06-16,13689.57,12051.62,12413.17,11690.07,11559.13,12663.5
2023-06-20,13667.29,12067.7,12429.73,11705.67,11568.38,12703.37
2023-06-21,13502.2,12081.97,12444.43,11719.51,11576.97,12739.99
2023-06-22,13630.61,12097.38,12460.3,11734.46,11586.97,12785.78
2023-06-23,13492.52,12111.26,12474.6,11747.92,11596.71,12826.73
2023-06-26,13335.78,12123.45,12487.15,11759.74,11604.43,12856.57
2023-06-27,13555.67,12137.7,12501.83,11773.57,11612.89,12889.8
2023-06-28,13591.75,12152.17,12516.73,11787.6,11620.29,12924.28
2023-06-29,13591.33,12166.49,12531.48,11801.49,11626.92,12962.05
2023-06-30,13787.92,12182.62,12548.1,11817.14,11637.69,13006.11
2023-07-03,13816.77,12198.88,12564.85,11832.91,11648.17,13052.37
2023-07-05,13791.65,12214.73,12581.17,11848.29,11659.37,13091.28
2023-07-06,13679.04,12229.3,12596.18,11862.42,11670.52,13126.83
2023-07-07,13660.72,12243.54,12610.85,11876.24,11681.15,13163.86
2023-07-10,13685.48,12257.89,12625.63,11890.15,11692.45,13198.34
2023-07-11,13760.7,12272.84,12641.03,11904.66,11705.16,13234.14
2023-07-12,13918.96,12289.22,12657.9,11920.55,11719.42,13275.0
2023-07-13,14138.57,12307.62,12676.85,11938.39,11735.77,13319.33
2023-07-14,14113.7,12325.59,12695.36,11955.83,11752.32,13363.6
2023-07-17,14244.95,12344.69,12715.03,11974.35,11769.4,13407.21
2023-07-18,14353.64,12364.68,12735.62,11993.74,11785.91,13448.83
2023-07-19,14358.02,12384.52,12756.05,12012.98,11804.01,13491.33
2023-07-20,14063.31,12401.22,12773.26,12029.18,11821.45,13524.89
2023-07-21,14032.81,12417.46,12789.98,12044.93,11837.54,13561.71
2023-07-24,14058.87,12433.79,12806.8,12060.77,11851.95,13601.08
2023-07-25,14144.56,12450.81,12824.33,12077.29,11866.93,13637.24
2023-07-26,14127.28,12467.49,12841.52,12093.47,11882.2,13666.03
2023-07-27,14050.11,12483.24,12857.74,12108.74,11899.19,13691.84
2023-07-28,14316.66,12501.48,12876.53,12126.44,11918.06,13726.38
2023-07-31,14346.02,12519.84,12895.43,12144.24,11937.66,13757.5
2023-08-01,14283.91,12537.39,12913.51,12161.27,11957.0,13783.58
2023-08-02,13973.45,12551.68,12928.23,12175.13,11973.62,13802.18
2023-08-03,13959.72,12565.69,12942.66,12188.72,11991.81,13819.27
2023-08-04,13909.24,12579.06,12956.43,12201.69,12007.98,13839.37
2023-08-07,13994.4,12593.14,12970.93,12215.35,12024.09,13858.27
2023-08-08,13884.32,12605.99,12984.17,12227.81,12040.1,13873.9
2023-08-09,13722.02,12617.09,12995.6,12238.58,12055.64,13880.4
2023-08-10,13737.99,12628.25,13007.09,12249.4,12070.03,13884.52
2023-08-11,13644.85,12638.36,13017.51,12259.21,12083.49,13884.98
2023-08-14,13788.33,12649.8,13029.3,12270.31,12096.44,13885.12
2023-08-15,13631.05,12659.57,13039.35,12279.78,12109.74,13883.65
2023-08-16,13474.63,12667.68,13047.71,12287.65,12123.15,13878.84
2023-08-17,13316.93,12674.14,13054.36,12293.91,12134.22,13874.21
2023-08-18,13290.78,12680.27,13060.68,12299.86,12145.73,13865.71
2023-08-21,13497.59,12688.41,13069.06,12307.75,12158.77,13865.84
2023-08-22,13505.87,12696.54,13077.44,12315.64,12173.67,13870.09
2023-08-23,13721.03,12706.73,13087.94,12325.53,12190.56,13874.22
2023-08-24,13463.97,12714.27,13095.7,12332.84,12205.51,13871.03
2023-08-25,13590.65,12722.99,13104.68,12341.3,12220.64,13871.01
2023-08-28,13705.13,12732.76,13114.74,12350.78,12236.08,13868.94
2023-08-29,13943.76,12744.81,13127.15,12362.47,12254.04,13872.12
2023-08-30,14019.31,12757.49,13140.22,12374.77,12268.56,13877.81
2023-08-31,14034.97,12770.2,13153.31,12387.1,12282.12,13886.71
2023-09-01,14031.81,12782.76,13166.24,12399.27,12296.3,13895.98
2023-09-05,14020.95,12795.08,13178.93,12411.22,12309.61,13904.37
2023-09-06,13872.47,12805.8,13189.97,12421.62,12323.05,13907.16
2023-09-07,13748.83,12815.18,13199.64,12430.73,12336.07,13902.91
2023-09-08,13761.53,12824.6,13209.34,12439.86,12349.15,13893.49
2023-09-11,13917.89,12835.48,13220.54,12450.41,12363.62,13888.59
2023-09-12,13773.61,12844.81,13230.15,12459.47,12376.61,13876.81
2023-09-13,13813.59,12854.45,13240.08,12468.82,12389.26,13863.31
2023-09-14,13926.05,12865.11,13251.07,12479.16,12402.75,13852.51
2023-09-15,13708.33,12873.5,13259.71,12487.3,12416.05,13843.63
2023-09-18,13710.24,12881.83,13268.28,12495.37,12429.68,13835.57
2023-09-19,13678.19,12889.75,13276.45,12503.06,12440.73,13826.05
2023-09-20,13469.13,12895.52,13282.38,12508.65,12450.66,13809.16
2023-09-21,13223.98,12898.79,13285.75,12511.82,12459.48,13786.58
2023-09-22,13211.81,12901.9,13288.96,12514.84,12469.34,13765.62
2023-09-25,13271.32,12905.58,13292.74,12518.41,12480.62,13739.49
2023-09-26,13063.61,12907.15,13294.36,12519.93,12491.14,13707.43
2023-09-27,13092.85,12909.0,13296.27,12521.73,12501.2,13677.65
2023-09-28,13201.28,12911.9,13299.26,12524.55,12512.18,13658.35
2023-09-29,13219.32,12914.96,13302.41,12527.51,12522.56,13639.84
2023-10-02,13307.77,12918.87,13306.44,12531.31,12532.81,13624.8
2023-10-03,13059.47,12920.27,13307.88,12532.66,12542.26,13601.43
2023-10-04,13236.01,12923.41,13311.12,12535.71,12554.38,13585.22
2023-10-05,13219.83,12926.36,13314.15,12538.57,12566.96,13572.67
2023-10-06,13431.34,12931.39,13319.33,12543.45,12581.38,13565.0
2023-10-09,13484.24,12936.89,13324.99,12548.78,12596.07,13560.99
2023-10-10,13562.84,12943.12,13331.41,12554.82,12610.34,13555.35
2023-10-11,13659.68,12950.25,13338.75,12561.74,12626.25,13556.06
2023-10-12,13574.22,12956.46,13345.15,12567.76,12641.64,13558.55
2023-10-13,13407.23,12960.94,13349.77,12572.11,12656.91,13560.81
2023-10-16,13567.98,12966.98,13355.99,12577.97,12673.68,13567.74
2023-10-17,13533.75,12972.62,13361.8,12583.44,12688.96,13568.65
2023-10-18,13314.3,12976.02,13365.3,12586.74,12703.2,13563.86
2023-10-19,13186.18,12978.11,13367.45,12588.77,12717.19,13550.49
2023-10-20,12983.81,12978.17,13367.51,12588.82,12729.82,13538.48
2023-10-23,13018.33,12978.57,13367.92,12589.21,12743.38,13524.17
2023-10-24,13139.87,12980.17,13369.58,12590.77,12756.24,13510.04
2023-10-25,12821.22,12978.59,13367.95,12589.23,12767.16,13481.98
2023-10-26,12595.61,12974.78,13364.02,12585.54,12776.43,13446.39
2023-10-27,12643.01,12971.48,13360.62,12582.33,12784.99,13411.59
2023-10-30,12789.48,12969.67,13358.76,12580.58,12793.93,13380.53
2023-10-31,12851.24,12968.49,13357.54,12579.43,12802.79,13351.29
2023-11-01,13061.47,12969.41,13358.5,12580.33,12812.62,13331.01
2023-11-02,13294.19,12972.65,13361.83,12583.47,12824.31,13319.65
2023-11-03,13478.28,12977.68,13367.01,12588.35,12837.44,13312.56
2023-11-06,13518.78,12983.06,13372.55,12593.57,12849.33,13302.59
2023-11-07,13639.86,12989.6,13379.28,12599.91,12860.7,13299.24
2023-11-08,13650.41,12996.17,13386.06,12606.29,12872.29,13295.16
2023-11-09,13521.45,13001.4,13391.44,12611.36,12883.33,13285.05
2023-11-10,13798.11,13009.33,13399.61,12619.05,12894.75,13287.29
2023-11-13,13767.74,13016.87,13407.38,12626.37,12905.48,13288.73
2023-11-14,14094.38,13027.59,13418.42,12636.77,12918.99,13299.13
2023-11-15,14103.84,13038.3,13429.45,12647.15,12931.58,13315.0
2023-11-16,14113.67,13049.0,13440.47,12657.53,12943.07,13337.24
2023-11-17,14125.48,13059.71,13451.51,12667.92,12952.69,13360.09
2023-11-20,14284.53,13071.9,13464.06,12679.74,12964.08,13385.42
2023-11-21,14199.98,13083.13,13475.62,12690.63,12975.64,13413.83
2023-11-22,14265.86,13094.89,13487.74,12702.05,12986.4,13443.15
2023-11-24,14250.85,13106.4,13499.59,12713.2,12998.11,13469.39
2023-11-27,14241.02,13117.69,13511.22,12724.16,13010.36,13494.93
2023-11-28,14281.76,13129.27,13523.15,12735.39,13023.18,13519.28
2023-11-29,14258.49,13140.51,13534.72,12746.29,13035.02,13549.26
2023-11-30,14226.22,13151.31,13545.85,12756.77,13046.35,13574.01
2023-12-01,14305.03,13162.79,13557.67,12767.9,13057.52,13601.14
2023-12-04,14185.49,13172.96,13568.15,12777.78,13069.17,13620.0
2023-12-05,14229.91,13183.48,13578.99,12787.98,13081.38,13638.64
2023-12-06,14146.71,13193.07,13588.86,12797.27,13094.65,13653.24
2023-12-07,14339.99,13204.48,13600.61,12808.34,13108.82,13670.24
2023-12-08,14403.97,13216.41,13612.91,12819.92,13122.88,13690.99
2023-12-11,14432.49,13228.51,13625.37,12831.66,13138.07,13716.62
2023-12-12,14533.4,13241.5,13638.74,12844.25,13153.4,13740.75
2023-12-13,14733.96,13256.35,13654.04,12858.66,13169.8,13770.76
2023-12-14,14761.56,13271.33,13669.46,12873.19,13186.71,13806.94
2023-12-15,14813.92,13286.67,13685.27,12888.07,13203.46,13847.63
2023-12-18,14904.81,13302.78,13701.86,12903.69,13219.54,13895.66
2023-12-19,15003.22,13319.69,13719.29,12920.1,13236.18,13945.28
2023-12-20,14777.94,13334.2,13734.23,12934.18,13252.42,13986.23
2023-12-21,14963.87,13350.42,13750.93,12949.91,13269.35,14039.8
2023-12-22,14992.97,13366.76,13767.77,12965.76,13287.63,14099.73
2023-12-26,15074.57,13383.76,13785.27,12982.24,13307.31,14160.52
2023-12-27,15099.18,13400.83,13802.85,12998.8,13326.86,14218.27
2023-12-28,15095.14,13417.69,13820.22,13015.15,13345.19,14274.36
2023-12-29,15011.35,13433.54,13836.55,13030.54,13363.08,14323.11
2024-01-02,14765.94,13446.8,13850.2,13043.4,13378.32,14359.9
2024-01-03,14592.21,13458.2,13861.94,13054.45,13393.13,14387.75
2024-01-04,14510.3,13468.67,13872.73,13064.61,13407.31,14412.54
2024-01-05,14524.07,13479.17,13883.54,13074.79,13420.62,14434.64
2024-01-08,14843.77,13492.75,13897.53,13087.96,13436.49,14464.48
2024-01-09,14857.71,13506.33,13911.52,13101.14,13451.85,14497.89
2024-01-10,14969.65,13520.89,13926.51,13115.26,13467.57,14527.17
2024-01-11,14970.19,13535.31,13941.37,13129.25,13483.58,14557.24
2024-01-12,14972.76,13549.61,13956.1,13143.12,13499.86,14579.19
2024-01-16,14944.35,13563.49,13970.39,13156.58,13514.95,14600.21
2024-01-17,14855.62,13576.35,13983.64,13169.06,13529.17,14618.76
2024-01-18,15055.65,13591.07,13998.8,13183.33,13543.33,14642.01
2024-01-19,15310.97,13608.18,14016.42,13199.93,13558.94,14667.67
2024-01-22,15360.29,13625.61,14034.38,13216.85,13575.11,14696.68
2024-01-23,15425.94,13643.53,14052.83,13234.22,13592.26,14725.68
2024-01-24,15481.92,13661.82,14071.67,13251.97,13609.23,14756.46
2024-01-25,15510.5,13680.21,14090.62,13269.81,13626.36,14788.19
2024-01-26,15455.36,13697.88,14108.81,13286.94,13643.47,14817.53
2024-01-29,15628.04,13717.08,14128.6,13305.57,13661.97,14851.77
