Price,Close_NASDAQ,EMA200_NASDAQ,Upper_Buffer_NASDAQ,Lower_Buffer_NASDAQ,SMA200_NASDAQ,SMA40_NASDAQ,Close_GOLD,EMA200_GOLD,Upper_Buffer_GOLD,Lower_Buffer_GOLD,SMA200_GOLD,SMA40_GOLD
Ticker,^IXIC_NASDAQ,_NASDAQ,_NASDAQ,_NASDAQ,_NASDAQ,_NASDAQ,GC=F_GOLD,_GOLD,_GOLD,_GOLD,_GOLD,_GOLD
Date,,,,,,,,,,,,
2026-03-23,21946.76,22054.94,22716.59,21393.29,22261.38,22795.39,4404.1,4196.46,4322.35,4070.57,4068.46,5013.84
2026-03-20,21647.61,22056.03,22717.71,21394.35,22248.95,22834.26,4570.4,4194.37,4320.2,4068.54,4063.2,5028.14
2026-03-19,22090.69,22060.14,22721.94,21398.33,22237.71,22878.97,4600.7,4190.59,4316.31,4064.88,4057.21,5036.6
2026-03-18,22152.42,22059.83,22721.62,21398.03,22223.47,22907.32,4889.9,4186.47,4312.07,4060.88,4050.96,5042.38
2026-03-17,22479.53,22058.9,22720.66,21397.13,22208.28,22927.37,5001.0,4179.4,4304.78,4054.02,4043.36,5039.12
2026-03-16,22374.18,22054.67,22716.31,21393.03,22191.76,22953.26,4994.0,4171.15,4296.28,4046.01,4034.8,5028.81
2026-03-13,22105.36,22051.46,22713.0,21389.92,22175.39,22982.16,5052.5,4162.88,4287.76,4037.99,4026.42,5019.36
2026-03-12,22311.98,22050.92,22712.44,21389.39,22160.86,23016.32,5115.8,4153.93,4278.55,4029.32,4017.62,5008.71
2026-03-11,22716.13,22048.29,22709.74,21386.84,22142.99,23051.27,5167.4,4144.27,4268.6,4019.94,4008.54,4995.54
2026-03-10,22697.1,22041.58,22702.83,21380.33,22124.03,23076.71,5229.7,4133.98,4258.0,4009.97,3999.52,4981.47
2026-03-09,22695.95,22034.99,22696.04,21373.94,22104.91,23101.07,5091.5,4122.97,4246.66,3999.28,3989.83,4962.98
2026-03-06,22387.68,22028.35,22689.2,21367.5,22087.15,23120.67,5146.1,4113.24,4236.64,3989.84,3980.92,4946.94
2026-03-05,22748.99,22024.74,22685.48,21364.0,22071.28,23150.58,5065.3,4102.86,4225.94,3979.77,3971.59,4929.52
2026-03-04,22807.48,22017.46,22677.98,21356.94,22053.59,23170.54,5120.2,4093.19,4215.98,3970.39,3962.41,4914.94
2026-03-03,22516.69,22009.52,22669.81,21349.23,22035.12,23185.25,5107.4,4082.86,4205.35,3960.38,3952.72,4897.86
2026-03-02,22748.86,22004.42,22664.56,21344.29,22018.27,23203.22,5294.4,4072.57,4194.74,3950.39,3943.29,4878.03
2026-02-27,22668.21,21996.94,22656.85,21337.03,21999.58,23215.55,5230.5,4060.29,4182.1,3938.48,3932.72,4853.81
2026-02-26,22878.38,21990.2,22649.9,21330.49,21979.78,23234.32,5176.5,4048.53,4169.98,3927.07,3922.77,4832.3
2026-02-25,23152.08,21981.27,22640.71,21321.83,21955.03,23249.22,5206.4,4037.19,4158.31,3916.07,3912.99,4811.02
2026-02-24,22863.68,21969.5,22628.59,21310.42,21928.91,23260.25,5155.8,4025.44,4146.2,3904.68,3903.63,4794.08
2026-02-23,22627.27,21960.52,22619.33,21301.7,21903.28,23278.99,5204.7,4014.08,4134.5,3893.66,3894.34,4777.2
2026-02-20,22886.07,21953.81,22612.43,21295.2,21878.59,23302.35,5059.3,4002.11,4122.18,3882.05,3885.22,4759.16
2026-02-19,22682.73,21944.44,22602.78,21286.11,21853.38,23315.92,4975.9,3991.49,4111.23,3871.74,3876.98,4743.79
2026-02-18,22753.63,21937.02,22595.14,21278.91,21829.86,23331.54,4986.5,3981.59,4101.04,3862.15,3868.66,4728.43
2026-02-17,22578.38,21928.82,22586.68,21270.95,21804.65,23337.86,4882.9,3971.49,4090.64,3852.35,3859.89,4712.25
2026-02-13,22546.67,21922.29,22579.96,21264.62,21778.98,23340.73,5022.0,3962.33,4081.2,3843.46,3851.52,4698.87
2026-02-12,22597.15,21916.01,22573.49,21258.53,21753.56,23354.85,4923.7,3951.68,4070.23,3833.13,3842.94,4680.93
2026-02-11,23066.47,21909.17,22566.44,21251.89,21727.4,23366.36,5071.6,3941.92,4060.17,3823.66,3834.91,4665.5
2026-02-10,23102.47,21897.54,22554.46,21240.61,21698.99,23369.58,5003.8,3930.56,4048.48,3812.64,3826.22,4646.22
2026-02-09,23238.67,21885.43,22541.99,21228.86,21669.3,23381.86,5050.9,3919.78,4037.37,3802.18,3817.61,4628.26
2026-02-06,23031.21,21871.83,22527.98,21215.67,21636.65,23392.25,4951.2,3908.41,4025.66,3791.15,3809.01,4606.9
2026-02-05,22540.59,21860.17,22515.98,21204.37,21603.0,23405.88,4861.4,3897.93,4014.86,3780.99,3800.64,4588.28
2026-02-04,22904.58,21853.34,22508.94,21197.74,21569.65,23431.01,4920.4,3888.24,4004.89,3771.6,3793.34,4571.43
2026-02-03,23255.19,21842.77,22498.05,21187.49,21536.56,23447.85,4903.7,3877.87,3994.21,3761.53,3785.77,4553.74
2026-02-02,23592.11,21828.58,22483.43,21173.72,21501.82,23454.1,4622.5,3867.56,3983.59,3751.53,3777.79,4536.44
2026-01-30,23461.82,21810.85,22465.18,21156.53,21467.97,23450.65,4713.9,3859.97,3975.77,3744.17,3771.31,4525.86
2026-01-29,23685.12,21794.26,22448.09,21140.43,21434.82,23449.45,5318.4,3851.39,3966.93,3735.85,3763.84,4512.68
2026-01-28,23857.45,21775.26,22428.51,21122.0,21400.02,23439.22,5301.6,3836.65,3951.75,3721.55,3753.27,4485.7
2026-01-27,23817.1,21754.33,22406.96,21101.7,21362.67,23426.92,5079.9,3821.92,3936.58,3707.27,3742.87,4458.62
2026-01-26,23601.36,21733.6,22385.61,21081.59,21329.21,23411.86,5079.7,3809.28,3923.56,3695.0,3733.25,4435.75
2026-01-23,23501.24,21714.83,22366.27,21063.38,21287.54,23397.47,4976.2,3796.51,3910.41,3682.62,3723.13,4412.24
2026-01-22,23436.02,21696.87,22347.78,21045.97,21248.05,23381.74,4908.8,3784.66,3898.2,3671.12,3713.09,4390.13
2026-01-21,23224.82,21679.39,22329.78,21029.01,21208.81,23352.66,4831.8,3773.36,3886.56,3660.16,3703.3,4369.33
2026-01-20,22954.32,21663.86,22313.78,21013.95,21175.44,23324.0,4759.6,3762.72,3875.6,3649.84,3694.21,4349.95
2026-01-16,23515.39,21650.89,22300.42,21001.37,21148.67,23314.24,4588.4,3752.7,3865.28,3640.12,3685.89,4332.9
2026-01-15,23530.02,21632.15,22281.12,20983.19,21118.34,23287.18,4616.3,3744.3,3856.63,3631.97,3678.65,4319.72
2026-01-14,23471.75,21613.08,22261.47,20964.69,21087.19,23266.63,4626.3,3735.54,3847.61,3623.47,3671.16,4306.02
2026-01-13,23709.87,21594.4,22242.23,20946.57,21056.45,23252.35,4589.2,3726.59,3838.38,3614.79,3663.65,4292.56
2026-01-12,23733.9,21573.14,22220.33,20925.94,21026.92,23231.36,4604.3,3717.92,3829.46,3606.38,3656.13,4282.5
2026-01-09,23671.35,21551.42,22197.97,20904.88,20997.74,23223.18,4490.3,3709.01,3820.28,3597.74,3648.41,4272.5
2026-01-08,23480.02,21530.12,22176.02,20884.21,20970.74,23218.1,4449.7,3701.16,3812.19,3590.12,3641.06,4262.92
2026-01-07,23584.28,21510.52,22155.84,20865.2,20944.29,23219.28,4449.3,3693.63,3804.44,3582.83,3633.93,4254.47
2026-01-06,23547.17,21489.68,22134.37,20844.99,20915.29,23204.79,4482.2,3686.04,3796.62,3575.46,3626.75,4243.22
2026-01-05,23395.82,21469.0,22113.07,20824.93,20886.01,23192.46,4436.9,3678.04,3788.38,3567.7,3619.43,4230.66
2026-01-02,23235.63,21449.63,22093.12,20806.15,20857.78,23195.06,4314.4,3670.41,3780.52,3560.3,3612.45,4219.25
2025-12-31,23241.99,21431.68,22074.64,20788.73,20829.13,23197.88,4325.6,3663.94,3773.86,3554.02,3606.06,4210.08
2025-12-30,23419.08,21413.49,22055.9,20771.09,20801.96,23212.7,4370.1,3657.29,3767.01,3547.57,3599.6,4201.95
2025-12-29,23474.35,21393.33,22035.13,20751.53,20773.63,23220.35,4325.1,3650.13,3759.63,3540.62,3592.75,4192.25
2025-12-26,23593.1,21372.42,22013.59,20731.25,20742.78,23223.02,4529.1,3643.34,3752.64,3534.04,3586.1,4184.15
2025-12-24,23613.31,21350.1,21990.6,20709.6,20713.05,23232.15,4480.6,3634.44,3743.47,3525.41,3578.38,4170.52
2025-12-23,23561.84,21327.36,21967.18,20687.53,20682.17,23237.51,4482.8,3625.94,3734.71,3517.16,3570.67,4157.66
2025-12-22,23428.83,21304.9,21944.04,20665.75,20651.7,23239.4,4444.6,3617.32,3725.84,3508.8,3562.82,4145.64
2025-12-19,23307.62,21283.55,21922.06,20645.05,20625.54,23233.8,4361.4,3609.01,3717.28,3500.74,3555.05,4137.48
2025-12-18,23006.36,21263.21,21901.11,20625.31,20599.35,23224.65,4339.5,3601.45,3709.49,3493.4,3547.77,4131.58
2025-12-17,22693.32,21245.69,21883.06,20608.32,20577.08,23218.0,4347.5,3594.03,3701.85,3486.21,3540.65,4124.21
2025-12-16,23111.46,21231.14,21868.08,20594.21,20555.04,23224.51,4304.5,3586.46,3694.05,3478.86,3533.49,4117.71
2025-12-15,23057.41,21212.24,21848.61,20575.88,20531.23,23221.49,4306.7,3579.24,3686.62,3471.86,3526.52,4118.51
2025-12-12,23195.17,21193.7,21829.51,20557.89,20510.18,23212.05,4300.1,3571.93,3679.09,3464.77,3519.44,4115.59
2025-12-11,23593.86,21173.58,21808.79,20538.38,20486.93,23196.24,4285.5,3564.61,3671.55,3457.67,3512.12,4115.09
2025-12-10,23654.15,21149.26,21783.74,20514.78,20464.33,23173.14,4196.4,3557.37,3664.09,3450.65,3505.11,4112.38
2025-12-09,23576.49,21124.08,21757.81,20490.36,20441.19,23144.83,4206.7,3550.94,3657.47,3444.42,3498.71,4110.93
2025-12-08,23545.9,21099.44,21732.42,20466.45,20419.75,23122.78,4187.2,3544.35,3650.68,3438.02,3492.2,4108.48
2025-12-05,23578.13,21074.85,21707.1,20442.6,20399.64,23089.25,4212.9,3537.89,3644.03,3431.76,3486.0,4103.2
2025-12-04,23505.14,21049.69,21681.18,20418.2,20381.56,23075.41,4211.8,3531.11,3637.04,3425.18,3479.63,4096.53
2025-12-03,23454.09,21025.01,21655.76,20394.26,20364.31,23063.87,4199.3,3524.27,3630.0,3418.54,3473.27,4092.32
2025-12-02,23413.67,21000.6,21630.62,20370.58,20347.25,23047.22,4186.6,3517.48,3623.01,3411.96,3466.87,4086.75
2025-12-01,23275.92,20976.35,21605.64,20347.06,20330.31,23035.42,4239.3,3510.76,3616.08,3405.44,3460.59,4080.8
2025-11-28,23365.69,20953.24,21581.83,20324.64,20313.66,23023.04,4218.3,3503.44,3608.54,3398.33,3453.81,4071.84
2025-11-26,23214.69,20928.99,21556.86,20301.12,20295.08,23010.0,4165.2,3496.25,3601.14,3391.36,3447.35,4062.37
2025-11-25,23025.59,20906.02,21533.2,20278.84,20277.23,22998.51,4139.2,3489.53,3594.21,3384.84,3441.07,4054.93
2025-11-24,22872.01,20884.72,21511.26,20258.18,20260.67,22989.37,4091.9,3483.0,3587.49,3378.51,3434.94,4047.47
2025-11-21,22273.08,20864.74,21490.69,20238.8,20243.93,22982.35,4076.7,3476.88,3581.19,3372.57,3429.05,4040.7
2025-11-20,22078.05,20850.59,21476.11,20225.07,20231.53,22987.62,4056.5,3470.85,3574.98,3366.73,3423.0,4033.16
2025-11-19,22564.23,20838.25,21463.4,20213.11,20219.6,22995.29,4077.7,3464.97,3568.91,3361.02,3417.0,4025.17
2025-11-18,22432.85,20820.91,21445.54,20196.28,20205.05,22993.63,4061.3,3458.81,3562.57,3355.04,3410.97,4016.53
2025-11-17,22708.07,20804.71,21428.85,20180.57,20189.84,22997.14,4068.3,3452.75,3556.33,3349.17,3404.93,4009.51
2025-11-14,22900.59,20785.58,21409.15,20162.01,20174.44,22999.17,4087.6,3446.57,3549.96,3343.17,3398.76,4001.32
2025-11-13,22870.36,20764.32,21387.25,20141.39,20158.34,22992.44,4186.9,3440.12,3543.33,3336.92,3392.38,3990.92
2025-11-12,23406.46,20743.16,21365.45,20120.86,20142.15,22982.45,4204.4,3432.62,3535.6,3329.64,3385.56,3977.34
2025-11-11,23468.3,20716.39,21337.88,20094.9,20123.79,22953.82,4106.8,3424.86,3527.61,3322.12,3378.39,3964.28
2025-11-10,23527.17,20688.73,21309.39,20068.07,20103.16,22925.46,4111.8,3418.01,3520.55,3315.47,3371.69,3953.83
2025-11-07,23004.54,20660.2,21280.01,20040.4,20085.29,22896.0,3999.4,3411.03,3513.37,3308.7,3364.81,3943.09
2025-11-06,23053.99,20636.64,21255.74,20017.54,20070.54,22874.42,3979.9,3405.12,3507.28,3302.97,3358.7,3934.34
2025-11-05,23499.8,20612.35,21230.72,19993.98,20055.32,22849.14,3980.3,3399.34,3501.33,3297.36,3352.62,3925.76
2025-11-04,23348.64,20583.33,21200.83,19965.83,20036.6,22808.8,3947.7,3393.51,3495.31,3291.7,3346.56,3917.35
2025-11-03,23834.72,20555.54,21172.2,19938.87,20018.01,22772.07,4000.3,3387.94,3489.57,3286.3,3340.59,3909.74
2025-10-31,23724.96,20522.58,21138.26,19906.9,19995.53,22721.17,3982.2,3381.78,3483.24,3280.33,3334.31,3900.68
2025-10-30,23581.14,20490.4,21105.11,19875.68,19974.46,22670.56,4001.3,3375.75,3477.02,3274.48,3328.13,3891.46
2025-10-29,23958.47,20459.33,21073.11,19845.55,19951.77,22623.72,3983.7,3369.46,3470.54,3268.38,3321.69,3880.57
2025-10-28,23827.49,20424.17,21036.89,19811.44,19927.42,22562.2,3966.2,3363.29,3464.19,3262.39,3315.16,3870.81
2025-10-27,23637.46,20389.96,21001.66,19778.26,19904.09,22498.5,4001.9,3357.23,3457.94,3256.51,3308.7,3860.39
2025-10-24,23204.87,20357.32,20968.04,19746.6,19883.3,22443.96,4118.4,3350.75,3451.27,3250.23,3302.23,3847.18
2025-10-23,22941.8,20328.7,20938.57,19718.84,19864.72,22406.46,4125.5,3343.03,3443.32,3242.74,3295.06,3830.02
2025-10-22,22740.4,20302.44,20911.52,19693.37,19849.34,22372.67,4044.4,3335.17,3435.22,3235.11,3287.75,3812.0
2025-10-21,22953.67,20277.94,20886.28,19669.6,19833.75,22342.77,4087.7,3328.04,3427.88,3228.2,3280.81,3795.6
2025-10-20,22990.54,20251.05,20858.58,19643.52,19815.38,22305.16,4336.4,3320.41,3420.02,3220.79,3273.57,3777.75
2025-10-17,22679.97,20223.52,20830.22,19616.81,19796.98,22267.81,4189.9,3310.2,3409.5,3210.89,3265.11,3753.7
2025-10-16,22562.54,20198.83,20804.79,19592.86,19781.02,22228.32,4280.2,3301.35,3400.4,3202.31,3257.45,3732.38
2025-10-15,22670.08,20175.07,20780.32,19569.82,19766.81,22193.58,4176.9,3291.52,3390.26,3192.77,3249.2,3708.96
2025-10-14,22521.7,20150.0,20754.5,19545.5,19753.57,22159.7,4138.7,3282.62,3381.1,3184.14,3241.34,3687.37
2025-10-13,22694.61,20126.16,20729.94,19522.38,19741.11,22137.4,4108.6,3274.02,3372.24,3175.79,3233.74,3667.19
2025-10-10,22204.43,20100.35,20703.36,19497.34,19726.46,22110.61,3975.9,3265.63,3363.6,3167.66,3226.39,3647.88
2025-10-09,23024.63,20079.2,20681.58,19476.82,19713.3,22098.26,3946.3,3258.49,3356.24,3160.73,3219.61,3631.86
2025-10-08,23043.38,20049.6,20651.09,19448.11,19695.05,22065.48,4043.3,3251.58,3349.12,3154.03,3212.94,3617.17
2025-10-07,22788.36,20019.51,20620.09,19418.92,19676.79,22031.44,3976.6,3243.62,3340.93,3146.31,3205.87,3599.81
2025-10-06,22941.67,19991.68,20591.43,19391.93,19663.4,21996.37,3948.5,3236.25,3333.34,3139.17,3198.94,3584.22
2025-10-03,22780.51,19962.03,20560.89,19363.17,19649.56,21959.08,3880.8,3229.09,3325.97,3132.22,3192.38,3571.49
2025-10-02,22844.05,19933.71,20531.72,19335.7,19635.29,21920.63,3839.7,3222.54,3319.22,3125.87,3186.2,3559.48
2025-10-01,22755.16,19904.46,20501.59,19307.32,19620.58,21878.76,3867.5,3216.34,3312.83,3119.85,3180.26,3547.98
2025-09-30,22660.01,19875.81,20472.08,19279.53,19606.98,21832.8,3840.8,3209.8,3306.09,3113.5,3174.2,3535.84
2025-09-29,22591.15,19847.83,20443.26,19252.39,19592.12,21792.64,3820.9,3203.46,3299.56,3107.35,3168.44,3524.18
2025-09-26,22484.07,19820.25,20414.86,19225.65,19577.84,21744.11,3775.3,3197.25,3293.17,3101.33,3163.0,3512.35
2025-09-25,22384.7,19793.48,20387.29,19199.68,19564.72,21710.07,3736.9,3191.44,3287.18,3095.7,3157.61,3500.3
2025-09-24,22497.86,19767.44,20360.46,19174.42,19551.3,21678.7,3732.1,3185.96,3281.54,3090.38,3152.25,3489.27
2025-09-23,22573.47,19740.0,20332.2,19147.8,19537.49,21643.71,3780.6,3180.47,3275.88,3085.06,3146.78,3479.06
2025-09-22,22788.98,19711.52,20302.87,19120.18,19522.02,21608.84,3740.7,3174.44,3269.67,3079.21,3141.01,3467.27
2025-09-19,22631.48,19680.59,20271.01,19090.17,19505.1,21566.82,3671.5,3168.75,3263.81,3073.69,3135.58,3457.1
2025-09-18,22470.72,19650.93,20240.46,19061.41,19488.03,21527.48,3643.7,3163.69,3258.61,3068.78,3130.45,3449.59
2025-09-17,22261.33,19622.6,20211.27,19033.92,19470.98,21491.21,3681.8,3158.87,3253.64,3064.1,3125.4,3443.35
2025-09-16,22333.96,19596.08,20183.96,19008.19,19455.55,21457.0,3688.9,3153.62,3248.22,3059.01,3120.28,3437.28
2025-09-15,22348.75,19568.56,20155.62,18981.5,19439.15,21423.0,3682.2,3148.24,3242.68,3053.79,3115.03,3430.11
2025-09-12,22141.1,19540.62,20126.84,18954.4,19422.42,21386.68,3649.4,3142.87,3237.15,3048.58,3109.72,3421.88
2025-09-11,22043.07,19514.48,20099.92,18929.05,19406.58,21355.29,3636.9,3137.78,3231.91,3043.64,3104.56,3414.15
2025-09-10,21886.06,19489.07,20073.74,18904.4,19391.2,21322.47,3643.6,3132.76,3226.74,3038.78,3099.93,3407.04
2025-09-09,21879.49,19464.98,20048.93,18881.03,19376.7,21292.27,3643.3,3127.63,3221.46,3033.8,3095.07,3399.19
2025-09-08,21798.7,19440.71,20023.93,18857.49,19361.27,21261.29,3638.1,3122.45,3216.12,3028.77,3090.09,3391.9
2025-09-05,21700.39,19417.01,19999.52,18834.5,19345.67,21230.96,3613.2,3117.26,3210.78,3023.74,3085.04,3384.84
2025-09-04,21707.69,19394.06,19975.89,18812.24,19332.71,21204.22,3565.8,3112.28,3205.65,3018.91,3080.02,3377.45
2025-09-03,21497.73,19370.81,19951.94,18789.69,19320.32,21176.81,3593.2,3107.72,3200.95,3014.49,3075.02,3371.09
2025-09-02,21279.63,19349.44,19929.92,18768.95,19309.24,21149.83,3549.4,3102.84,3195.93,3009.76,3069.9,3363.94
2025-08-29,21455.55,19330.04,19909.94,18750.14,19299.34,21128.15,3473.7,3098.35,3191.3,3005.4,3065.06,3358.51
2025-08-28,21705.16,19308.68,19887.94,18729.42,19288.49,21106.79,3431.8,3094.58,3187.42,3001.74,3060.69,3354.98
2025-08-27,21590.14,19284.59,19863.13,18706.05,19276.32,21073.99,3404.6,3091.19,3183.93,2998.46,3056.58,3352.47
2025-08-26,21544.27,19261.42,19839.26,18683.58,19263.28,21039.3,3388.6,3088.04,3180.68,2995.4,3053.0,3351.06
2025-08-25,21449.29,19238.48,19815.63,18661.32,19247.76,21009.94,3373.8,3085.02,3177.57,2992.47,3049.55,3349.76
2025-08-22,21496.54,19216.26,19792.74,18639.77,19231.41,20980.55,3374.4,3082.12,3174.58,2989.66,3046.02,3347.78
2025-08-21,21100.31,19193.34,19769.14,18617.54,19215.13,20947.33,3336.9,3079.18,3171.56,2986.81,3042.85,3345.26
2025-08-20,21172.86,19174.17,19749.4,18598.95,19200.1,20919.16,3343.4,3076.59,3168.89,2984.29,3039.84,3345.17
2025-08-19,21314.95,19154.09,19728.71,18579.46,19187.28,20887.65,3313.4,3073.91,3166.13,2981.69,3036.82,3344.77
2025-08-18,21629.77,19132.37,19706.34,18558.4,19174.27,20845.55,3331.7,3071.5,3163.65,2979.36,3033.94,3344.87
2025-08-15,21622.98,19107.27,19680.49,18534.05,19158.95,20790.99,3336.0,3068.89,3160.95,2976.82,3031.23,3346.02
2025-08-14,21710.67,19081.99,19654.45,18509.53,19143.43,20739.08,3335.2,3066.2,3158.19,2974.22,3028.39,3346.82
2025-08-13,21713.14,19055.57,19627.23,18483.9,19126.95,20684.34,3358.7,3063.5,3155.4,2971.59,3025.43,3348.18
2025-08-12,21681.9,19028.86,19599.72,18457.99,19109.77,20634.04,3348.9,3060.53,3152.35,2968.72,3022.34,3348.88
2025-08-11,21385.4,19002.19,19572.26,18432.13,19094.26,20577.16,3353.1,3057.63,3149.36,2965.91,3019.27,3350.07
2025-08-08,21450.02,18978.24,19547.59,18408.89,19080.03,20534.09,3439.1,3054.67,3146.31,2963.03,3016.07,3352.02
2025-08-07,21242.7,18953.4,19522.0,18384.8,19065.23,20488.24,3400.3,3050.8,3142.33,2959.28,3012.6,3350.57
2025-08-06,21169.42,18930.39,19498.3,18362.48,19050.89,20450.04,3380.0,3047.29,3138.71,2955.87,3009.21,3348.59
2025-08-05,20916.55,18907.89,19475.13,18340.65,19036.88,20410.59,3381.9,3043.95,3135.26,2952.63,3005.88,3347.11
2025-08-04,21053.58,18887.7,19454.33,18321.07,19023.87,20375.92,3374.4,3040.55,3131.77,2949.33,3002.43,3345.87
2025-08-01,20650.13,18865.93,19431.91,18299.96,19011.12,20332.05,3347.7,3037.19,3128.31,2946.08,2998.93,3344.58
2025-07-31,21122.45,18848.0,19413.44,18282.56,18999.58,20302.3,3293.2,3034.07,3125.09,2943.05,2995.49,3344.65
2025-07-30,21129.67,18825.14,19389.9,18260.39,18985.38,20259.22,3295.8,3031.47,3122.41,2940.52,2992.27,3346.66
2025-07-29,21098.29,18801.98,19366.04,18237.92,18971.19,20212.04,3323.4,3028.81,3119.68,2937.95,2989.08,3348.02
2025-07-28,21178.58,18778.9,19342.27,18215.54,18956.61,20162.43,3309.1,3025.85,3116.63,2935.08,2985.56,3349.2
2025-07-25,21108.32,18754.79,19317.43,18192.14,18940.34,20112.36,3334.0,3023.0,3113.69,2932.31,2982.05,3348.69
2025-07-24,21057.96,18731.13,19293.07,18169.2,18925.49,20062.18,3371.0,3019.88,3110.48,2929.28,2978.45,3348.27
2025-07-23,21020.02,18707.75,19268.98,18146.52,18909.79,20015.71,3394.1,3016.35,3106.84,2925.86,2974.82,3346.34
2025-07-22,20892.69,18684.51,19245.04,18123.97,18894.31,19958.63,3439.2,3012.55,3102.93,2922.18,2971.08,3343.96
2025-07-21,20974.18,18662.32,19222.19,18102.45,18879.4,19909.46,3401.9,3008.27,3098.51,2918.02,2967.17,3342.07
2025-07-18,20895.65,18639.08,19198.25,18079.91,18865.48,19856.92,3353.0,3004.31,3094.44,2914.18,2963.4,3339.33
2025-07-17,20885.65,18616.4,19174.89,18057.91,18851.6,19813.1,3340.1,3000.8,3090.83,2910.78,2959.97,3338.24
2025-07-16,20730.49,18593.6,19151.4,18035.79,18838.12,19771.34,3352.5,2997.39,3087.32,2907.47,2956.45,3336.75
2025-07-15,20677.8,18572.12,19129.28,18014.96,18824.88,19733.36,3329.8,2993.83,3083.64,2904.01,2952.91,3333.66
2025-07-14,20640.33,18550.96,19107.49,17994.43,18811.86,19694.22,3351.5,2990.45,3080.16,2900.74,2949.61,3329.96
2025-07-11,20585.53,18529.96,19085.86,17974.06,18798.53,19656.88,3356.0,2986.82,3076.43,2897.22,2946.15,3326.69
2025-07-10,20630.66,18509.3,19064.58,17954.02,18785.35,19617.5,3317.4,2983.11,3072.6,2893.62,2942.62,3322.32
2025-07-09,20611.34,18487.98,19042.62,17933.34,18772.26,19569.44,3311.6,2979.75,3069.14,2890.36,2939.17,3320.4
2025-07-08,20418.46,18466.64,19020.64,17912.64,18757.07,19502.38,3307.0,2976.42,3065.71,2887.12,2935.71,3318.11
2025-07-07,20412.52,18447.02,19000.43,17893.61,18743.12,19440.12,3332.2,2973.09,3062.29,2883.9,2932.11,3318.82
2025-07-04,,,,,,,3332.5,2969.48,3058.57,2880.4,2928.31,3317.93
2025-07-03,20601.1,18427.27,18980.09,17874.45,18729.02,19373.26,3331.6,2965.84,3054.81,2876.86,2924.46,3319.15
2025-07-02,20393.13,18405.42,18957.58,17853.26,18714.43,19300.48,3348.0,2962.16,3051.02,2873.29,2920.71,3321.14
2025-07-01,20202.89,18385.44,18937.01,17833.88,18700.32,19236.75,3336.7,2958.28,3047.03,2869.53,2916.88,3320.23
2025-06-30,20369.73,18367.18,18918.19,17816.16,18686.28,19181.13,3294.4,2954.48,3043.11,2865.84,2912.95,3317.61
2025-06-27,20273.46,18347.05,18897.46,17796.64,18669.56,19114.65,3273.7,2951.06,3039.59,2862.53,2909.04,3315.5
2025-06-26,20167.91,18327.69,18877.52,17777.86,18652.61,19043.97,3333.5,2947.82,3036.25,2859.39,2905.23,3316.28
2025-06-25,19973.55,18309.2,18858.47,17759.92,18635.23,18976.31,3327.1,2943.94,3032.26,2855.63,2901.07,3315.91
2025-06-24,19912.53,18292.47,18841.24,17743.7,18621.0,18911.12,3317.4,2940.09,3028.3,2851.89,2896.9,3316.05
2025-06-23,19630.97,18276.19,18824.47,17727.9,18606.86,18847.88,3377.7,2936.3,3024.39,2848.21,2892.87,3315.17
2025-06-20,19447.41,18262.57,18810.45,17714.69,18594.39,18786.26,3368.1,2931.86,3019.82,2843.91,2888.45,3314.03
2025-06-18,19546.27,18250.66,18798.18,17703.14,18585.72,18717.78,3389.8,2927.48,3015.3,2839.66,2884.06,3311.73
2025-06-17,19521.09,18237.64,18784.77,17690.51,18575.57,18636.63,3386.6,2922.83,3010.52,2835.15,2879.58,3312.01
2025-06-16,19701.21,18224.74,18771.49,17678.0,18565.74,18545.37,3396.4,2918.17,3005.72,2830.63,2875.28,3312.5
2025-06-13,19406.83,18209.9,18756.2,17663.61,18556.01,18460.01,3431.2,2913.37,3000.77,2825.97,2870.8,3310.31
2025-06-12,19662.49,18197.88,18743.81,17651.94,18547.6,18382.51,3380.9,2908.16,2995.41,2820.92,2866.22,3307.69
2025-06-11,19615.88,18183.16,18728.65,17637.66,18538.68,18311.53,3321.3,2903.41,2990.51,2816.31,2861.91,3303.64
2025-06-10,19714.99,18168.76,18713.82,17623.69,18528.7,18241.92,3320.9,2899.21,2986.19,2812.23,2857.84,3300.72
2025-06-09,19591.24,18153.22,18697.81,17608.62,18519.72,18167.16,3332.1,2894.97,2981.82,2808.12,2853.63,3298.26
2025-06-06,19529.95,18138.76,18682.93,17594.6,18510.85,18087.06,3322.7,2890.58,2977.3,2803.86,2849.51,3293.83
2025-06-05,19298.45,18124.78,18668.53,17581.04,18502.58,18026.94,3350.7,2886.24,2972.82,2799.65,2845.46,3287.18
2025-06-04,19460.49,18112.99,18656.38,17569.6,18494.25,17926.17,3373.5,2881.57,2968.02,2795.12,2841.21,3277.62
2025-06-03,19398.96,18099.44,18642.43,17556.46,18484.92,17829.74,3350.2,2876.62,2962.92,2790.33,2836.84,3267.07
2025-06-02,19242.61,18086.38,18628.97,17543.79,18473.89,17734.46,3370.6,2871.87,2958.02,2785.71,2832.35,3258.61
2025-05-30,19113.77,18074.76,18617.01,17532.52,18463.61,17667.16,3288.9,2866.85,2952.86,2780.85,2827.7,3251.77
